month,aus_population_natural_increase,aus_population_overseas_arrivals,aus_population_net overseas migration,aus_population_estimated resident population,aus_beef&veal_slaughterings,aus_beef&veal_average weight,aus_beef&veal_production,aus_beef&veal_exports,aus_apparent consumption,australia cattle numbers,aus_total dairy cattle and calves,aus_total beef cattle and calves,"aus_exports of beef, veal and live cattle to US","Value of Australian exports of beef and veal, and live cattle to US ",us import of beef kt (cw),aus_Meat Produced ;  CATTLE (excl. calves) ;  Total (State) Original (tonnes),aus_Meat Produced ;  CATTLE (excl. calves) ;  Total (State) Seasonally adjusted (tonnes),aus_Meat Produced ;  CALVES ;  Total (State) ;,aus_Meat Produced ;  CALVES ;  Total (State) ; Seasonally Adjusted,aus_labour,aus_feed,aus_pasture,aus_tse,aus_pse,aus_cse,aus_fed_rd,aus_state_rd,aus_uni_rd,aus_min_temp,aus_max_temp,aus_avg_rainfall,us cattle numbers(*1000),us beef Per Capita Consumption,us_total red meat,us_total red meat and poultry,us_population,us_income per capita,us_production_commercial_beef,us_production_commercial_veal,us_production_commercial_total red meat,us_production_fedral_inspected_beef,us_production_fedral_inspected_veal,us_production_fedral_inspected_total red meat,us_production_fedral_inspected_total poultry,us_production_fedral_inspected_total red meat and poultry,us_livestock_commercial_cattle,us_livestock_commercial_steers,us_livestock_commercial_heifers,us_livestock_commercial_beef,us_livestock_commercial_dairy,us_livestock_commercial_bulls and stags,us_livestock_commercial_calves,us_livestock_commercial_lambs and yearlings,us_livestock_commercial_mature sheep,us_livestock_fedral_inspected_cattle,us_livestock_fedral_inspected_steers,us_livestock_fedral_inspected_heifers,us_livestock_fedral_inspected_beef,us_livestock_fedral_inspected_dairy_cows,us_livestock_fedral_inspected_bulls and stags,us_livestock_fedral_inspected_calves,us_commercial_avg_live_cattle,us_commercial_avg_live_calves,us_fed_avg_live_cattle,us_fed_avg_live_calves,us_fed_avg_dressed_cattle,us_fed_avg_dressed_steers,us_fed_avg_dressed_heifers,us_fed_avg_dressed_cows,us_fed_avg_dressed_bulls and stags,us_fed_avg_dressed_calves,us_cold_storage_beef,us_cold_storage_veal,us_veganism,us_beef,us_veganism_trend_ratio,total_us_imports,us_imports_from_aus,import_ratio
9/1/2013,12.4,42.7,18.1,23189.5,789.5,21.7,205.3,147.4,58.1,29103,2807,26296,21.9,113.3,85,199427,200471,3798,3417,301,3513060,352663.2,0,2,0,78.4,20.3,28.1,2.09,3.41,13.3,7.51,4.67,8.63,16.81,316430,31643.67,2073.8,8.6,3937,2047.1,8.4,3896.4,3603.22,7499.62,2608.9,1315.98,746.94,231.95,262.73,51.31,62.9,173.31,11.49,2567.9,1295.2,735.2,228.3,258.6,50.5,62,1313,234,1316,232,799,868,794,612,876,136,430.24,3.84,35,43,0.45,155146,49297,0.32
10/1/2013,12.9,38,12.7,23220.2,789.5,21.7,205.3,147.4,58.1,29103,2807,26296,21.9,113.3,85,216026,197516,3798,3320,301,3513060,351998.475,0,2,0,78.4,20.3,28.1,0.76,2.1,11.4,7.51,4.67,8.63,16.81,316660,31655.5,2318.2,9.9,4510.2,2283.8,9.7,4460.1,4051.77,8511.87,2904.3,1428.57,861.58,277.28,281.96,54.91,69.4,190.65,17.65,2851.1,1402.5,845.8,272.2,276.8,53.9,68.5,1327,245,1331,243,803,875,800,615,868,143,445.16,4.57,33,47,0.41,183152,59643,0.33
11/1/2013,12.9,38,12.7,23246.1,789.5,21.7,205.3,147.4,58.1,29103,2807,26296,21.9,113.3,85,208586,195764,2706,3246,301,3513060,351333.75,0,2,0,78.4,20.3,28.1,0.36,0.69,39.6,7.51,4.67,8.63,16.81,316880,31667.33,2057.6,9.1,4118.4,2030.9,8.9,4079.8,3492.97,7572.77,2569.1,1281.86,712.29,272.23,253.22,49.51,60.6,169.8,14.1,2527.3,1261.1,700.7,267.8,249.1,48.7,59.7,1339,256,1342,254,805,878,807,620,870,149,440.11,3.89,38,49,0.44,166541,58973,0.35
12/1/2013,12.9,38,12.7,23271.9,789.5,21.7,205.3,147.4,58.1,29103,2807,26296,21.9,113.3,85,164847,200289,2542,4162,301,3513060,350669.025,0,2,0,78.4,20.3,28.1,0.4,0.77,40.1,7.51,4.67,8.63,16.81,317060,31679.17,2047.3,9.8,4135.6,2019.1,9.7,4095,3568.11,7663.11,2561.9,1269.76,738.72,251.94,261.2,40.29,66.5,186.88,12.42,2517.8,1248,726,247.6,256.7,39.6,65.8,1334,251,1337,250,804,874,806,620,865,148,450.76,3.21,37,53,0.41,166287,53952,0.32
1/1/2014,14.2,42.7,21.7,23297.8,789.5,21.7,205.3,147.4,58.1,29103,2807,26296,21.9,113.3,111.4,180231,210977,2722,3508,324,3504590.667,350004.3,0,2,0,78.4,20.3,28.1,0.85,0.97,93.1,7.35,4.49,8.37,16.67,317240,31691,2140.9,9.3,4248.3,2111.5,9.2,4206.7,3693.12,7899.82,2679,1322.62,764.4,274.02,274.84,43.13,62.8,169.56,11.04,2633.8,1300.1,751.5,269.4,270.2,42.4,62,1334,253,1338,251,803,873,808,623,874,148,439.37,3.96,40,54,0.43,180858,54170,0.3
2/1/2014,14.2,42.7,21.7,23333.9,789.5,21.7,205.3,147.4,58.1,29103,2807,26296,21.9,113.3,111.4,205353,208915,3248,3949,324,3504590.667,350750.775,0,2,0,78.4,20.3,28.1,0.14,-0.45,101.5,7.35,4.49,8.37,16.67,317410,31768.33,1788.4,8.2,3652.3,1762.2,8,3614.9,3486.21,7101.11,2244.1,1116.76,646.09,202.09,240.88,38.28,52.1,157.85,10.05,2204.2,1096.8,634.6,198.5,236.6,37.6,51.5,1330,267,1334,266,801,865,804,627,883,157,429.3,3.29,38,49,0.44,171013,32423,0.19
3/1/2014,14.2,42.7,21.7,23370.1,789.5,21.7,205.3,147.4,58.1,29103,2807,26296,21.9,113.3,111.4,215711,207965,3464,3383,324,3504590.667,351497.25,0,2,0,78.4,20.3,28.1,0.46,0.98,40.5,7.35,4.49,8.37,16.67,317560,31845.67,1937,8.7,3813.3,1911.9,8.6,3776.7,3607.31,7384.01,2449.1,1217.59,711.62,223.62,249.63,46.64,53.6,179.37,10.43,2410.5,1198.4,700.4,220.1,245.7,45.9,52.9,1318,277,1321,276,795,855,795,628,898,163,409.51,3.19,38,45,0.46,244999,61750,0.25
4/1/2014,12.8,31.4,10.1,23406.2,789.5,21.7,205.3,147.4,58.1,29103,2807,26296,21.9,113.3,111.4,185854,202740,3529,3319,324,3504590.667,352243.725,0,2,0,78.4,20.3,28.1,1.32,0.92,39.5,7.35,4.49,8.37,16.67,317730,31923,2043.1,8.4,3977.7,2017.5,8.3,3939.4,3737.99,7677.39,2595.3,1353.86,725.88,231.94,233.36,50.27,48.8,207.71,13.79,2555.7,1333.2,714.8,228.4,229.8,49.5,48,1306,294,1308,292,791,845,783,632,906,173,405.79,2.92,35,42,0.45,270626,96533,0.36
5/1/2014,12.8,31.4,10.1,23429.4,789.5,21.7,205.3,147.4,58.1,29103,2807,26296,21.9,113.3,111.4,227988,208431,3702,3353,324,3504590.667,352990.2,0,2,0,78.4,20.3,28.1,1.66,1.57,21.3,7.35,4.49,8.37,16.67,317910,32000.33,2071.7,7.8,3952.4,2046.8,7.6,3916.5,3729.05,7645.55,2635.6,1448,692.18,236.65,212.6,46.17,46.6,179.93,14.07,2597.2,1427,682.1,233.2,209.5,45.5,45.9,1299,285,1302,283,790,842,775,632,908,168,402.28,3.21,33,41,0.45,244827,79597,0.33
6/1/2014,12.8,31.4,10.1,23452.5,789.5,21.7,205.3,147.4,58.1,29103,2807,26296,21.9,113.3,111.4,204847,205702,3428,3383,324,3504590.667,353736.675,0,2,0,78.4,20.3,28.1,0.38,0.54,15.8,7.35,4.49,8.37,16.67,318110,32077.67,2069,7.6,3823.9,2044.1,7.4,3787.9,3745.44,7533.34,2606.4,1417.22,725.71,214.33,202.46,46.68,45.3,180.01,12.99,2568.3,1396.5,715.1,211.2,199.5,46,44.6,1307,284,1309,283,798,854,777,627,906,167,377.64,2.75,33,39,0.46,251872,82186,0.33
7/1/2014,12,41.1,16.7,23475.7,842.1,21.9,221.8,167.4,54.4,27413,2811,24602,39.2,268.6,111.4,237218,217638,3968,3392,324,3504590.667,354483.15,0,2,0,79.3,19.9,28.8,-0.3,0.89,15.1,7.35,4.49,8.37,16.67,318300,32155,2087.4,7.8,3908.9,2060.8,7.7,3869.5,3887.18,7756.68,2601.7,1411.7,703.06,201.79,235.2,49.96,48.4,195.59,14.81,2561.9,1390.1,692.3,198.7,231.6,49.2,47.8,1320,275,1322,274,806,868,787,624,908,161,358.17,3.32,36,40,0.47,262711,96800,0.37
8/1/2014,12,41.1,16.7,23504.8,842.1,21.9,221.8,167.4,54.4,27413,2811,24602,39.2,268.6,111.4,220488,217753,4402,3458,324,3504590.667,355229.625,0,2,0,79.3,19.9,28.8,-0.5,0.63,14.6,7.35,4.49,8.37,16.67,318540,32232.33,2023.5,7.1,3794.5,1999,6.9,3756.7,3737.93,7494.63,2499.6,1338.56,695.47,184.52,231.92,49.13,43.6,169.11,11.89,2462.7,1318.8,685.2,181.8,228.5,48.4,43,1329,277,1332,276,813,878,795,624,908,163,367.94,3.95,34,40,0.46,245405,96077,0.39
9/1/2014,12,41.1,16.7,23533.8,842.1,21.9,221.8,167.4,54.4,27413,2811,24602,39.2,268.6,111.4,220421,216106,3711,3303,324,3504590.667,355976.1,0,2,0,79.3,19.9,28.8,0.41,2.03,12.1,7.35,4.49,8.37,16.67,318770,32309.67,2068.4,7.2,3959.9,2041,7.1,3919.3,3856.26,7775.56,2531.1,1334.88,713.24,192.03,241.64,49.3,42.4,177.94,13.76,2489.8,1313.1,701.6,188.9,237.7,48.5,41.8,1344,290,1347,289,822,890,806,625,900,171,346.56,3.58,32,44,0.42,256648,115822,0.45
10/1/2014,13.2,37.7,12.3,23562.9,842.1,21.9,221.8,167.4,54.4,27413,2811,24602,39.2,268.6,111.4,240625,220843,3877,3445,324,3504590.667,356722.575,0,2,0,79.3,19.9,28.8,1.06,2.76,9.6,7.35,4.49,8.37,16.67,319010,32387,2171.1,7.8,4318.6,2138.6,7.6,4272.1,4146.81,8418.91,2639.9,1331.21,780.71,220.22,256.6,51.16,43.3,192.74,14.66,2590.5,1306.3,766.1,216.1,251.8,50.2,42.6,1355,304,1359,303,827,900,822,625,893,180,378.17,2.33,31,48,0.39,272555,132675,0.49
11/1/2014,13.2,37.7,12.3,23588.7,842.1,21.9,221.8,167.4,54.4,27413,2811,24602,39.2,268.6,111.4,226565,221771,3070,3673,324,3504590.667,357469.05,0,2,0,79.3,19.9,28.8,1.58,2.19,25.6,7.35,4.49,8.37,16.67,319220,32464.33,1849.5,6.5,3757.7,1825.4,6.3,3722.8,3467.27,7190.07,2246.8,1102.2,668.64,211.39,221.56,43.01,35.9,162.02,10.78,2209.7,1084.1,657.6,207.9,217.9,42.3,35.2,1363,306,1367,305,828,903,827,630,894,181,380.93,3.8,35,50,0.41,258159,117888,0.46
12/1/2014,13.2,37.7,12.3,23614.5,842.1,21.9,221.8,167.4,54.4,27413,2811,24602,39.2,268.6,111.4,188504,217797,2224,3332,324,3504590.667,358215.525,0,2,0,79.3,19.9,28.8,0.93,0.88,64.8,7.35,4.49,8.37,16.67,319410,32541.67,2000.2,7.7,4135.5,1973.4,7.5,4096.6,3880.48,7977.08,2439.3,1234.15,686.86,214.03,261.23,43.03,43,188.04,11.46,2397.9,1213.2,675.2,210.4,256.8,42.3,42.2,1363,303,1367,302,825,897,824,631,898,179,400.83,5.32,34,55,0.38,287209,116755,0.41
1/1/2015,13.5,43.3,21.3,23640.3,842.1,21.9,221.8,167.4,54.4,27413,2811,24602,39.2,268.6,127.3,182062,219746,2338,3259,312,3452572.5,358962,0,2,0,79.3,19.9,28.8,0.44,-0.41,106.7,7.43,4.48,8.68,17.45,319590,32619,1963.5,6.8,4086.5,1936.2,6.7,4047.5,3873.59,7921.09,2417.6,1229.4,660.63,209.05,280.16,38.35,39.9,157.39,9.61,2376.5,1208.6,649.4,205.5,275.4,37.7,39.3,1358,291,1362,290,817,884,814,642,912,172,444.38,6.44,37,54,0.41,296699,121106,0.41
2/1/2015,13.5,43.3,21.3,23675.4,842.1,21.9,221.8,167.4,54.4,27413,2811,24602,39.2,268.6,127.3,216821,220549,2780,3416,312,3452572.5,355669.9167,0,2,0,79.3,19.9,28.8,1,2.35,37.6,7.43,4.48,8.68,17.45,319730,32747.17,1768.1,6.3,3731.1,1744.6,6.2,3696.2,3486.92,7183.12,2170.2,1072.75,637.79,183.01,246.35,30.3,36.7,155.58,8.42,2134.5,1055.1,627.3,180,242.3,29.8,36.1,1355,293,1359,292,819,880,817,662,918,173,492,8.29,34,48,0.41,254857,70077,0.27
3/1/2015,13.5,43.3,21.3,23710.5,842.1,21.9,221.8,167.4,54.4,27413,2811,24602,39.2,268.6,127.3,234817,222458,3373,3212,312,3452572.5,352377.8333,0,2,0,79.3,19.9,28.8,0.56,1.12,42.8,7.43,4.48,8.68,17.45,319890,32875.33,1933.3,6.9,4066.3,1907.2,6.8,4026.6,3947.09,7973.69,2381,1198.58,687.4,191.78,265.1,38.13,39.8,194.94,10.26,2341.5,1178.6,676,188.6,260.7,37.5,39.2,1347,295,1351,294,816,873,818,656,927,174,491.88,9.61,33,45,0.42,325428,99792,0.31
4/1/2015,12,33,11.1,23745.6,842.1,21.9,221.8,167.4,54.4,27413,2811,24602,39.2,268.6,127.3,201839,219006,3565,3174,312,3452572.5,349085.75,0,2,0,79.3,19.9,28.8,-0.36,-1.02,27.1,7.43,4.48,8.68,17.45,320060,33003.5,1928.8,6.6,4016,1903.9,6.5,3978.1,3901.59,7879.69,2383.3,1255.2,645.53,194.55,246.67,41.35,35.4,188.51,10.79,2345.9,1235.4,635.4,191.5,242.8,40.7,34.7,1338,318,1341,317,813,868,807,654,934,188,481.47,8.16,33,38,0.46,344030,131182,0.38
5/1/2015,12,33,11.1,23769.1,842.1,21.9,221.8,167.4,54.4,27413,2811,24602,39.2,268.6,127.3,228893,215532,3077,3015,312,3452572.5,345793.6667,0,2,0,79.3,19.9,28.8,-0.47,-0.04,21.9,7.43,4.48,8.68,17.45,320240,33131.67,1925.5,6.6,3806,1902.6,6.5,3771.4,3731.8,7503.2,2379.4,1346.87,597.44,180.92,217.14,37.04,33.2,158.86,10.54,2345,1327.4,588.8,178.3,214,36.5,32.7,1332,335,1335,334,813,866,792,653,928,199,484.29,6.58,34,39,0.47,305353,112292,0.37
6/1/2015,12,33,11.1,23792.5,842.1,21.9,221.8,167.4,54.4,27413,2811,24602,39.2,268.6,127.3,224104,219361,2899,2831,312,3452572.5,342501.5833,0,2,0,79.3,19.9,28.8,1.32,1.37,20.7,7.43,4.48,8.68,17.45,320430,33259.83,2001.6,7,4018,1977.6,6.9,3981.4,3943.97,7925.37,2466,1420.94,593.16,184.39,224.78,42.72,35.2,183.4,11.5,2430,1400.2,584.5,181.7,221.5,42.1,34.5,1332,336,1335,335,816,870,792,647,932,200,474.61,4.68,36,38,0.49,339672,137916,0.41
7/1/2015,11.3,42.5,16.8,23816,733.3,22.2,195.3,145.8,49.7,24971,2665,22306,28,207.3,127.3,235020,212946,3099,2785,312,3452572.5,339209.5,0,2,0,79.3,19.9,28.8,0.41,0.42,15.1,7.43,4.48,8.68,17.45,320640,33388,2046.8,6.9,4039.5,2023.4,6.8,4002.5,3973.41,7975.91,2493.3,1437.56,599.06,173.72,241.98,40.97,36.5,177.41,10.59,2458.5,1417.5,590.7,171.3,238.6,40.4,36,1346,322,1348,322,825,884,801,641,922,191,474.27,3.29,39,41,0.49,288093,108344,0.38
8/1/2015,11.3,42.5,16.8,23845.4,733.3,22.2,195.3,145.8,49.7,24971,2665,22306,28,207.3,127.3,202205,198829,3642,2736,312,3452572.5,335917.4167,0,2,0,79.3,19.9,28.8,0.53,0.68,16.6,7.43,4.48,8.68,17.45,320860,33516.17,1934.9,6.5,3902.2,1911,6.3,3863.8,3921.48,7785.28,2323.3,1333.84,566.31,154.12,228.84,40.2,34.5,164.61,10.59,2288.4,1313.8,557.8,151.8,225.4,39.6,33.9,1363,318,1365,317,837,902,812,637,922,188,460.09,3.85,38,43,0.47,312704,136892,0.44
9/1/2015,11.3,42.5,16.8,23874.9,733.3,22.2,195.3,145.8,49.7,24971,2665,22306,28,207.3,127.3,206101,200527,3110,2539,312,3452572.5,332625.3333,0,2,0,79.3,19.9,28.8,-0.44,0.82,6.2,7.43,4.48,8.68,17.45,321080,33644.33,2086.6,6.8,4141.7,2060.2,6.7,4100.1,3995.88,8095.98,2474.6,1411.05,573.85,188.84,255.93,44.92,37.3,180.34,12.56,2434.7,1388.4,564.6,185.8,251.8,44.2,36.8,1382,312,1386,311,848,920,829,637,910,184,470.32,4.07,38,45,0.46,288626,133581,0.46
10/1/2015,12.6,39,13.1,23904.3,733.3,22.2,195.3,145.8,49.7,24971,2665,22306,28,207.3,127.3,211038,202990,2962,2867,312,3452572.5,329333.25,0,2,0,79.3,19.9,28.8,2.34,3.44,10.8,7.43,4.48,8.68,17.45,321310,33772.5,2126.3,7.2,4314.6,2096.5,7.1,4270,4052.45,8322.45,2514.3,1359.68,650.42,200.28,261.16,42.76,40.2,175.17,10.73,2469.4,1335.3,638.8,196.7,256.5,42,39.6,1390,304,1394,303,851,926,846,630,895,180,498.35,5.92,39,49,0.44,237327,89152,0.38
11/1/2015,12.6,39,13.1,23931.1,733.3,22.2,195.3,145.8,49.7,24971,2665,22306,28,207.3,127.3,204241,195923,1306,1530,312,3452572.5,326041.1667,0,2,0,79.3,19.9,28.8,1.74,1.98,33.8,7.43,4.48,8.68,17.45,321500,33900.67,1936.1,7.1,4035.7,1911.2,6.9,3997.9,3656.3,7654.2,2296.2,1205.39,614.49,203.95,234.45,37.92,38.8,172.03,9.37,2258.5,1185.6,604.4,200.6,230.6,37.3,38.2,1392,310,1396,309,848,923,850,634,893,183,509.13,6.17,46,51,0.47,189076,66558,0.35
12/1/2015,12.6,39,13.1,23957.8,733.3,22.2,195.3,145.8,49.7,24971,2665,22306,28,207.3,127.3,166758,190674,769,1110,312,3452572.5,322749.0833,0,2,0,79.3,19.9,28.8,1.25,0.82,83.6,7.43,4.48,8.68,17.45,321710,34028.83,2046.3,7.8,4274.5,2020.5,7.7,4234.9,3852.85,8087.75,2452.4,1306.12,643.91,207.8,259.52,35.06,45.1,189.3,11.1,2413.5,1285.5,633.7,204.5,255.4,34.5,44.5,1388,295,1391,294,839,908,841,638,888,173,510.64,6.58,44,57,0.44,186439,51308,0.28
1/1/2016,14.2,46,24.3,23984.6,733.3,22.2,195.3,145.8,49.7,24971,2665,22306,28,207.3,113.8,149533,185660,1163,1712,315,3333521.083,319457,0,2,0,79.3,19.9,28.8,0.82,0.21,66.9,7.66,4.71,8.91,17.88,321860,34157,1954.2,6.7,4056.2,1927.7,6.6,4017.3,3786.87,7804.17,2359.2,1235.58,621.55,200.13,270,31.93,41.7,153,7.8,2319.9,1215.1,611.2,196.8,265.5,31.4,41.2,1381,275,1385,273,833,900,835,649,902,161,512.52,6.24,51,62,0.45,286633,105906,0.37
2/1/2016,14.2,46,24.3,24024.2,733.3,22.2,195.3,145.8,49.7,24971,2665,22306,28,207.3,113.8,187583,182413,1489,1821,315,3333521.083,319893.9167,0,2,0,79.3,19.9,28.8,0.42,1.43,42.7,7.66,4.71,8.91,17.88,322040,34258.5,1886,6.1,3905.5,1859.7,6,3866,3765.78,7631.78,2290.9,1177.19,628.63,191.26,260.85,32.96,36.4,167.51,8.59,2251.8,1157.2,617.9,188,256.4,32.4,35.8,1372,287,1375,285,828,891,830,654,907,168,534.11,6.9,52,52,0.5,231496,53749,0.23
3/1/2016,14.2,46,24.3,24063.8,733.3,22.2,195.3,145.8,49.7,24971,2665,22306,28,207.3,113.8,190647,187019,2268,2074,315,3333521.083,320330.8333,0,2,0,79.3,19.9,28.8,1.97,1.42,62,7.66,4.71,8.91,17.88,322200,34360,2097.3,6.4,4263.2,2069.5,6.2,4220.8,4091.67,8312.47,2534.1,1337.14,679.45,210.52,266.53,40.46,35.9,197.36,9.14,2492.9,1315.4,668.4,207.1,262.2,39.8,35.2,1370,302,1373,301,832,891,832,660,918,178,506.36,7.32,54,47,0.53,273985,78159,0.29
4/1/2016,13,35.6,14.5,24103.4,733.3,22.2,195.3,145.8,49.7,24971,2665,22306,28,207.3,113.8,183108,191650,2627,2496,315,3333521.083,320767.75,0,2,0,79.3,19.9,28.8,1.61,2.38,10,7.66,4.71,8.91,17.88,322370,34461.5,1964,6,3983,1939.8,5.9,3945.8,3842.14,7787.94,2409.1,1339.51,594.94,202.31,230.42,41.92,34.8,179.51,10.29,2373.3,1319.6,586.1,199.3,227,41.3,34.2,1348,293,1351,292,819,874,813,648,909,173,481.76,6.67,56,46,0.55,272590,76952,0.28
5/1/2016,13,35.6,14.5,24132.6,733.3,22.2,195.3,145.8,49.7,24971,2665,22306,28,207.3,113.8,204032,189040,2220,2122,315,3333521.083,321204.6667,0,2,0,79.3,19.9,28.8,2.04,1.72,44.8,7.66,4.71,8.91,17.88,322550,34563,2030.2,6,3998.2,2005.7,5.8,3960.4,4022.29,7982.69,2515.4,1450.2,591.81,212.9,217.77,42.72,35.6,174.56,11.14,2478.8,1429.1,583.2,209.8,214.6,42.1,34.9,1333,287,1335,285,811,861,796,648,916,168,467.8,6.19,58,46,0.56,279359,73206,0.26
6/1/2016,13,35.6,14.5,24161.7,733.3,22.2,195.3,145.8,49.7,24971,2665,22306,28,207.3,113.8,175728,167470,2872,2525,315,3333521.083,321641.5833,0,2,0,79.3,19.9,28.8,2.22,0.38,50,7.66,4.71,8.91,17.88,322730,34664.5,2193,6.4,4226.2,2168.7,6.3,4189.1,4079.7,8268.8,2706,1588.65,621.11,221.97,226.73,47.54,37.7,184.42,11.48,2669.8,1567.5,612.8,219,223.7,46.9,37,1334,291,1337,290,814,865,795,646,923,171,461.68,6.48,59,42,0.58,279069,78781,0.28
7/1/2016,11.8,15.1,24.6,24190.9,618.4,23.3,172.4,120.3,52.2,26176,2606,23570,17,124.5,113.8,157321,152294,1839,1963,315,3333521.083,322078.5,0,2,0,79.3,19.9,28.8,1.59,0.38,35.6,7.66,4.71,8.91,17.88,322940,34766,2024.2,5.6,3865.8,2002.4,5.5,3831.1,3779.22,7610.32,2474.9,1432.52,589.32,194.62,216.09,42.35,37.7,161.38,8.82,2442.9,1414.1,581.7,192.1,213.3,41.8,37.1,1345,257,1347,254,821,879,802,637,909,149,464.53,8.67,56,45,0.55,270415,71510,0.26
8/1/2016,11.8,15.1,24.6,24227.2,618.4,23.3,172.4,120.3,52.2,26176,2606,23570,17,124.5,113.8,179148,165835,2999,1997,315,3333521.083,322515.4167,0,2,0,79.3,19.9,28.8,0.68,0.19,27.1,7.66,4.71,8.91,17.88,323140,34867.5,2265.8,6.1,4434.1,2238.6,5.9,4390.5,4241.48,8631.98,2750.6,1539.37,700.64,213.49,248.19,48.91,40.9,181.68,11.72,2710.8,1517.2,690.5,210.4,244.6,48.2,40.3,1352,255,1354,253,828,891,809,635,904,148,469.74,8.76,54,45,0.55,261397,66281,0.25
9/1/2016,11.8,15.1,24.6,24263.6,618.4,23.3,172.4,120.3,52.2,26176,2606,23570,17,124.5,113.8,159644,156183,2140,1769,315,3333521.083,322952.3333,0,2,0,79.3,19.9,28.8,0.77,-0.87,47,7.66,4.71,8.91,17.88,323350,34969,2181.5,6.2,4326.1,2153.4,6,4283,4009.99,8292.99,2619.3,1445.5,663.21,214.4,249.05,47.15,42.5,182.71,11.29,2577.8,1422.7,652.7,211,245.1,46.4,41.8,1370,251,1373,248,837,905,824,636,896,145,476.59,8.35,51,48,0.52,218960,43500,0.2
